Brand,Price,Condition,GPU,Processor_Family,Processor_Speed_GHz,Type,OS,Storage_Type,Storage_GB,Screen_Size_in,RAM_GB,Model_Key
other,59.84,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,775.0,Open Box,other,i7,3.6,notebook/laptop,windows,ssd,1024.0,13.3,16.0,dell_i7_mid
asus,70.0,For Parts,other,i5,2.5,notebook/laptop,unknown,unknown,,15.6,,asus_i5_standard
dell,400.0,Used,nvidia,i5,2.5,notebook/laptop,windows,ssd,512.0,15.6,32.0,dell_i5_standard
lenovo,170.9,Unknown,intel,celeron,1.1,other,chrome,emmc,32.0,11.6,4.0,lenovo_celeron_small
dell,167.8,Used,intel,i5,2.4,notebook/laptop,windows,ssd,128.0,,8.0,dell_i5_unknown
dell,980.0,Refurbished,other,i7,5.2,notebook/laptop,windows,ssd,256.0,15.6,16.0,dell_i7_standard
hp,190.0,Used,other,other,,notebook/laptop,unknown,unknown,,,,hp_other_unknown
other,344.5,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
other,69.6,Used,intel,other,1.44,notebook/laptop,linux,emmc,32.0,11.0,2.0,other_other_small
other,789.0,Used,other,i5,2.9,other,windows,ssd,,10.1,8.0,other_i5_small
lenovo,368.0,Used,intel,i5,1.7,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i5_mid
other,1409.0,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,439.0,New,intel,i5,,notebook/laptop,unknown,ssd,512.0,13.5,8.0,acer_i5_mid
hp,195.0,Unknown,intel,celeron,1.1,notebook/laptop,windows,emmc,64.0,14.0,4.0,hp_celeron_mid
other,367.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
hp,49.0,Used,other,other,2.5,notebook/laptop,windows,unknown,320.0,14.0,8.0,hp_other_mid
dell,300.0,Used,intel,i7,2.8,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i7_mid
other,94.94,Used,intel,other,1.87,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,other_other_standard
dell,360.0,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,9.76,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,396.2,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
lenovo,61.62,New,other,other,,other,unknown,unknown,,,,lenovo_other_unknown
other,41.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,419.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2144.0,Refurbished,intel,i7,1.99,notebook/laptop,windows,ssd,240.0,14.0,,other_i7_mid
dell,372.8,Used,intel,i5,,other,windows,unknown,480.0,14.0,,dell_i5_mid
other,632.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,522.5,Used,intel,i3,,notebook/laptop,windows,unknown,120.0,15.6,,lenovo_i3_standard
lenovo,573.0,Used,intel,i3,3.0,notebook/laptop,windows,ssd,480.0,12.5,,lenovo_i3_mid
dell,299.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,58.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,92.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,678.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,139.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,111.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,127.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,135.0,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,303.8,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,571.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,485.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
dell,406.2,Used,intel,i5,1.99,notebook/laptop,windows,ssd,480.0,10.8,,dell_i5_small
lenovo,452.5,Used,intel,i5,1.99,notebook/laptop,windows,ssd,240.0,12.5,,lenovo_i5_mid
other,747.5,Open Box,other,other,,other,unknown,unknown,,,,other_other_unknown
other,51.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,422.0,Used,intel,i5,4.0,notebook/laptop,windows,ssd,240.0,14.0,,lenovo_i5_mid
dell,270.0,Refurbished,intel,i5,3.1,notebook/laptop,windows,ssd,120.0,14.0,,dell_i5_mid
other,41.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,201.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,95.56,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,47.38,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,489.5,Used,other,other,,other,unknown,unknown,,14.1,,dell_other_standard
asus,94.5,New,other,other,,other,unknown,unknown,,,,asus_other_unknown
lg,99.7,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,408.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,21.98,For Parts,other,pentium,,other,unknown,unknown,,15.0,,other_pentium_standard
acer,66.8,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
other,266.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,124.6,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,31.33,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,58.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,380.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,120.0,14.0,,other_i3_mid
dell,331.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,5.42,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,71.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,331.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,326.5,Used,other,i5,,notebook/laptop,windows,unknown,120.0,14.0,,lenovo_i5_mid
other,41.6,Used,other,other,,other,unknown,unknown,,11.6,,other_other_small
other,110.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,46.12,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
lenovo,339.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,14.0,,lenovo_i5_mid
other,38.56,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,81.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,316.2,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,370.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
acer,91.1,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
other,5.42,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,19.19,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,78.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,31.45,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,764.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,348.2,Used,intel,i5,3.0,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
other,404.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,13.3,,other_i5_mid
other,101.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,90.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,289.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,328.8,Refurbished,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
dell,320.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
asus,83.1,New,other,other,,other,unknown,unknown,,,,asus_other_unknown
other,15.94,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,8.68,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,217.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,78.25,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
acer,95.1,Unknown,other,other,,other,unknown,unknown,,,,acer_other_unknown
lg,91.56,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,125.0,Used,other,other,,other,unknown,unknown,,4.5,,other_other_small
other,228.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
hp,45.0,Used,intel,celeron,2.16,notebook/laptop,chrome,ssd,16.0,11.6,4.0,hp_celeron_small
other,23.88,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,150.0,Unknown,other,other,1.5,notebook/laptop,unknown,hdd/ssd,,17.3,6.0,other_other_large
other,636.0,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,285.0,Used,other,i3,,notebook/laptop,unknown,unknown,,13.3,,other_i3_mid
other,149.0,New,intel,celeron,1.1,notebook/laptop,windows,hdd/ssd,128.0,15.6,4.0,other_celeron_standard
dell,300.0,Used,intel,i5,2.0,notebook/laptop,windows,ssd,256.0,14.0,12.0,dell_i5_mid
dell,470.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
dell,695.0,Refurbished,nvidia,i7,2.6,notebook/laptop,windows,ssd,512.0,17.3,16.0,dell_i7_large
other,94.94,Used,intel,other,1.87,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,other_other_standard
other,10.51,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
asus,70.0,Used,other,celeron,1.1,notebook/laptop,windows,emmc,64.0,11.6,4.0,asus_celeron_small
other,36.88,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,550.0,Unknown,other,i5,2.6,notebook/laptop,windows,ssd,500.0,14.0,4.0,other_i5_mid
samsung,99.5,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,11.6,4.0,samsung_celeron_small
other,2374.0,Used,other,other,,notebook/laptop,unknown,unknown,,11.0,,other_other_small
acer,40.0,For Parts,other,celeron,,notebook/laptop,chrome,ssd,16.0,11.5,2.0,acer_celeron_small
lenovo,318.0,Used,other,i5,3.1,notebook/laptop,windows,unknown,240.0,14.0,,lenovo_i5_mid
lenovo,695.0,Used,nvidia,i7,2.6,notebook/laptop,windows,ssd,512.0,15.6,32.0,lenovo_i7_standard
hp,120.0,Used,intel,i5,2.5,notebook/laptop,windows,ssd,240.0,14.0,8.0,hp_i5_mid
other,650.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,1024.0,14.0,16.0,other_i5_mid
dell,37.0,For Parts,other,i3,2.4,notebook/laptop,unknown,hdd/ssd,250.0,14.0,2.0,dell_i3_mid
other,354.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,9.43,Used,amd,other,,other,unknown,unknown,,,,other_other_unknown
dell,630.0,Refurbished,intel,i5,2.5,notebook/laptop,windows,ssd,256.0,15.6,32.0,dell_i5_standard
lenovo,149.6,Unknown,other,other,2.1,other,chrome,emmc,32.0,11.6,4.0,lenovo_other_small
other,348.5,Used,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
other,353.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,376.2,Used,intel,i5,,other,windows,unknown,256.0,13.3,,other_i5_mid
lenovo,44.9,New,other,other,,other,unknown,unknown,,,,lenovo_other_unknown
other,114.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,239.8,Used,intel,other,1.6,other,windows,unknown,512.0,14.0,8.0,dell_other_mid
samsung,50.25,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
dell,463.8,Used,intel,i5,2.3,notebook/laptop,windows,ssd,480.0,12.5,,dell_i5_mid
other,7.59,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,133.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,360.0,Used,intel,i5,1.99,notebook/laptop,windows,ssd,960.0,10.8,,dell_i5_small
other,340.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,323.2,Used,other,i5,3.1,notebook/laptop,windows,unknown,120.0,14.0,,lenovo_i5_mid
other,336.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,461.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,134.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,433.8,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,15.6,,other_i5_standard
lenovo,603.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,960.0,15.6,,lenovo_i3_standard
other,806.5,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,108.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,127.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,203.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,551.0,Used,intel,i3,3.0,notebook/laptop,windows,hdd/ssd,480.0,15.6,,lenovo_i3_standard
other,99.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,80.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,460.8,Used,intel,i3,3.0,notebook/laptop,windows,hdd/ssd,120.0,15.6,,lenovo_i3_standard
other,547.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,5.42,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,108.0,Used,other,i5,2.6,notebook/laptop,windows,ssd,256.0,14.0,,dell_i5_mid
hp,29.0,Used,intel,celeron,1.1,notebook/laptop,chrome,emmc,16.0,11.6,4.0,hp_celeron_small
lenovo,56.0,Used,other,other,1.2,notebook/laptop,windows,unknown,64.0,11.6,4.0,lenovo_other_small
hp,125.0,Used,other,celeron,,other,chrome,unknown,,14.0,,hp_celeron_mid
acer,64.94,Used,other,celeron,1.4,notebook/laptop,windows,ssd,128.0,11.6,2.0,acer_celeron_small
lenovo,550.0,Used,intel,i7,3.0,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i7_mid
lenovo,90.0,Used,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,11.6,0.00390625,lenovo_celeron_small
lenovo,600.0,Used,nvidia,i7,2.3,notebook/laptop,windows,ssd,512.0,15.0,16.0,lenovo_i7_standard
dell,50.0,Used,intel,celeron,2.16,notebook/laptop,linux,ssd,16.0,11.6,4.0,dell_celeron_small
lenovo,46.0,Used,other,celeron,1.6,notebook/laptop,linux,ssd,16.0,11.6,4.0,lenovo_celeron_small
hp,120.0,Used,intel,i5,,notebook/laptop,windows,ssd,256.0,14.0,16.0,hp_i5_mid
lenovo,110.0,Used,intel,i7,2.6,notebook/laptop,windows,ssd,256.0,14.0,16.0,lenovo_i7_mid
hp,193.0,New,amd,ryzen3,2.6,notebook/laptop,windows,ssd,128.0,14.0,8.0,hp_ryzen3_mid
microsoft,180.0,Used,intel,i5,1.7,notebook/laptop,windows,ssd,256.0,13.5,16.0,microsoft_i5_mid
hp,100.0,Used,other,i5,2.5,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i5_standard
microsoft,188.0,Used,intel,i7,4.2,notebook/laptop,unknown,ssd,512.0,,16.0,microsoft_i7_unknown
dell,195.0,Used,other,i5,,other,unknown,unknown,,12.0,,dell_i5_small
asus,299.0,Unknown,intel,i7,2.8,notebook/laptop,windows,ssd,512.0,14.0,8.0,asus_i7_mid
lenovo,200.0,Used,other,i7,2.8,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i7_mid
lenovo,150.0,Unknown,intel,celeron,1.1,notebook/laptop,windows,emmc,64.0,10.3,4.0,lenovo_celeron_small
lenovo,404.0,Unknown,other,i5,1.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
lenovo,30.0,Unknown,intel,celeron,1.1,other,chrome,ssd,32.0,11.6,4.0,lenovo_celeron_small
dell,159.0,Used,other,i7,1.9,notebook/laptop,windows,ssd,256.0,12.5,8.0,dell_i7_mid
dell,57.0,Used,intel,celeron,2.16,notebook/laptop,linux,ssd,16.0,11.6,4.0,dell_celeron_small
samsung,550.0,Unknown,intel,i7,2.8,notebook/laptop,windows,ssd,256.0,15.6,16.0,samsung_i7_standard
dell,168.0,Used,intel,i5,1.7,notebook/laptop,unknown,ssd,2048.0,15.6,,dell_i5_standard
other,64.0,Used,other,i5,1.9,notebook/laptop,unknown,other,,13.3,,other_i5_mid
microsoft,124.0,Used,intel,pentium,1.1,notebook/laptop,windows,ssd,64.0,10.5,64.0,microsoft_pentium_small
dell,130.0,Used,intel,i5,2.6,notebook/laptop,windows,ssd,128.0,14.0,16.0,dell_i5_mid
hp,130.0,Used,other,i3,2.3,notebook/laptop,unknown,hdd/ssd,320.0,14.0,8.0,hp_i3_mid
lenovo,300.0,Used,amd,other,3.2,notebook/laptop,windows,ssd,256.0,15.6,,lenovo_other_standard
lg,275.0,For Parts,nvidia,i7,2.0,notebook/laptop,windows,ssd,512.0,16.0,16.0,lg_i7_large
lenovo,225.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,256.0,14.0,16.0,lenovo_i7_mid
other,80.0,Used,other,other,1.8,notebook/laptop,windows,hdd/ssd,120.0,,,other_other_unknown
dell,405.8,Used,intel,i5,1.99,notebook/laptop,windows,ssd,480.0,10.8,,dell_i5_small
other,44.22,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,40.0,Used,other,other,,other,unknown,hdd/ssd,1024.0,,,other_other_unknown
other,53.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,411.0,Used,intel,i5,1.99,notebook/laptop,windows,ssd,960.0,10.8,,dell_i5_small
other,97.6,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,579.0,Unknown,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,17.3,8.0,hp_i5_large
other,192.6,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,390.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,480.0,14.0,,lenovo_i5_mid
other,20.61,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,419.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,95.94,Unknown,other,i3,1.7,notebook/laptop,windows,ssd,128.0,13.3,4.0,dell_i3_mid
acer,97.25,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
dell,286.0,Used,other,i7,1.8,notebook/laptop,windows,ssd,256.0,13.3,16.0,dell_i7_mid
other,21.7,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,21.8,For Parts,other,pentium,,other,unknown,unknown,,14.0,,other_pentium_mid
other,101.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,416.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
dell,280.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,120.0,Unknown,intel,i7,2.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_i7_mid
other,150.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,300.0,Unknown,intel,pentium,2.7,notebook/laptop,windows,unknown,500.0,15.6,4.0,hp_pentium_standard
hp,130.0,Used,amd,ryzen3,2.0,notebook/laptop,unknown,ssd,,14.0,16.0,hp_ryzen3_mid
other,92.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,10.85,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,280.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,335.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,345.8,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,60.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,95.0,Open Box,other,other,,notebook/laptop,windows,ssd,128.0,11.6,4.0,lenovo_other_small
other,370.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,783.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
hp,90.56,New,other,other,,other,unknown,unknown,,,,hp_other_unknown
other,434.5,Refurbished,intel,i3,3.0,notebook/laptop,windows,ssd,240.0,13.3,,other_i3_mid
other,1772.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,110.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,370.8,Used,intel,i5,,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,435.2,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,15.6,,other_i5_standard
other,59.53,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,160.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,814.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,2048.0,12.5,,dell_i5_mid
other,522.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,29.84,Used,other,other,,other,chrome,emmc,16.0,11.6,4.0,samsung_other_small
dell,431.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,65.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,52.72,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,222.4,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,177.1,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,714.0,Refurbished,intel,i5,3.0,notebook/laptop,windows,unknown,960.0,13.3,,lenovo_i5_mid
other,363.5,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,383.0,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,344.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,14.0,,lenovo_i5_mid
dell,484.0,Used,intel,i5,3.1,notebook/laptop,windows,unknown,2048.0,14.0,,dell_i5_mid
other,97.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,424.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,573.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,15.6,,other_i5_standard
other,26.7,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,58.75,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,9.76,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,487.5,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,12.5,,lenovo_i5_mid
other,84.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,166.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,375.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
other,647.0,Refurbished,intel,i5,3.0,notebook/laptop,windows,ssd,960.0,15.6,,other_i5_standard
other,16.27,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,404.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,13.3,,other_i5_mid
other,428.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,106.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,74.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,530.0,Used,intel,i3,3.0,notebook/laptop,windows,ssd,960.0,14.0,,other_i3_mid
lenovo,675.5,Refurbished,intel,celeron,,notebook/laptop,windows,unknown,240.0,15.6,,lenovo_celeron_standard
other,3060.0,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,665.5,Used,intel,i3,1.49,notebook/laptop,windows,ssd,960.0,15.6,,lenovo_i3_standard
other,489.5,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,14.0,,other_i5_mid
other,45.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,317.8,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,10.85,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,33.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,230.0,New,other,other,,other,unknown,unknown,,11.6,,other_other_small
dell,331.0,Used,intel,i5,2.7,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,39.1,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,90.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,396.2,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
lenovo,687.0,New,intel,i5,4.0,notebook/laptop,unknown,ssd,256.0,15.6,,lenovo_i5_standard
other,754.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,679.0,Refurbished,nvidia,i5,2.6,notebook/laptop,windows,ssd,512.0,15.6,32.0,dell_i5_standard
other,81.9,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,379.8,Open Box,other,other,,other,unknown,unknown,,,,other_other_unknown
other,145.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,54.75,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,500.5,Used,amd,i5,3.0,notebook/laptop,windows,unknown,240.0,15.6,,dell_i5_standard
other,389.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,483.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,19.53,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,338.2,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
other,263.8,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,574.5,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,14.0,,lenovo_i5_mid
other,125.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,416.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
lenovo,554.0,Used,intel,i5,1.99,notebook/laptop,windows,ssd,960.0,12.5,,lenovo_i5_mid
other,466.2,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,other_i5_mid
other,41.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,281.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,203.8,Unknown,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,335.2,Used,intel,i5,2.7,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,22.34,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,734.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,493.2,Unknown,other,other,,notebook/laptop,unknown,unknown,,,,lenovo_other_unknown
lenovo,471.2,Used,intel,i3,3.0,notebook/laptop,windows,ssd,240.0,15.6,,lenovo_i3_standard
lg,110.4,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,165.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,178.9,Unknown,other,other,,other,unknown,unknown,,,,samsung_other_unknown
lg,92.25,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
samsung,149.4,Unknown,other,other,,other,unknown,unknown,,14.0,,samsung_other_mid
other,127.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,116.3,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,391.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,431.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,303.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,134.8,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
dell,281.0,Used,intel,i5,,other,windows,unknown,120.0,14.0,,dell_i5_mid
dell,302.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,432.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,182.0,Used,other,i5,,other,windows,unknown,500.0,14.0,,dell_i5_mid
